GEO_ID,NAME,estimate_2020,estimate_2021,estimate_2022,chg_20_21,chg_21_22,chg_20_22,pct_chg_20_21,pct_chg_21_22,pct_chg_20_22,county
1400000US06037125321,"Census Tract 1253.21, Los Angeles County, California",3089,2718,2761,-371,43,-328,-12.01,1.58,-10.62,Los Angeles County
1400000US06037125322,"Census Tract 1253.22, Los Angeles County, California",2052,1979,1981,-73,2,-71,-3.56,0.1,-3.46,Los Angeles County
1400000US06037125402,"Census Tract 1254.02, Los Angeles County, California",4139,4520,4403,381,-117,264,9.21,-2.59,6.38,Los Angeles County
1400000US06037125403,"Census Tract 1254.03, Los Angeles County, California",2576,2344,2571,-232,227,-5,-9.01,9.68,-0.19,Los Angeles County
1400000US06037125404,"Census Tract 1254.04, Los Angeles County, California",2694,2696,2886,2,190,192,0.07,7.05,7.13,Los Angeles County
1400000US06037125501,"Census Tract 1255.01, Los Angeles County, California",2886,2945,2871,59,-74,-15,2.04,-2.51,-0.52,Los Angeles County
1400000US06037125502,"Census Tract 1255.02, Los Angeles County, California",3631,3817,3624,186,-193,-7,5.12,-5.06,-0.19,Los Angeles County
1400000US06037125600,"Census Tract 1256, Los Angeles County, California",2963,2983,2941,20,-42,-22,0.67,-1.41,-0.74,Los Angeles County
1400000US06037127102,"Census Tract 1271.02, Los Angeles County, California",5525,5166,4956,-359,-210,-569,-6.5,-4.07,-10.3,Los Angeles County
1400000US06037127103,"Census Tract 1271.03, Los Angeles County, California",3020,3103,3360,83,257,340,2.75,8.28,11.26,Los Angeles County
1400000US06037127104,"Census Tract 1271.04, Los Angeles County, California",4183,3955,4385,-228,430,202,-5.45,10.87,4.83,Los Angeles County
1400000US06037127210,"Census Tract 1272.10, Los Angeles County, California",5933,5680,5630,-253,-50,-303,-4.26,-0.88,-5.11,Los Angeles County
1400000US06037127220,"Census Tract 1272.20, Los Angeles County, California",4959,5326,5219,367,-107,260,7.4,-2.01,5.24,Los Angeles County
1400000US06037127300,"Census Tract 1273, Los Angeles County, California",3693,3732,3942,39,210,249,1.06,5.63,6.74,Los Angeles County
1400000US06037127400,"Census Tract 1274, Los Angeles County, California",6414,6291,5855,-123,-436,-559,-1.92,-6.93,-8.72,Los Angeles County
1400000US06037127520,"Census Tract 1275.20, Los Angeles County, California",4875,4881,4722,6,-159,-153,0.12,-3.26,-3.14,Los Angeles County
1400000US06037127603,"Census Tract 1276.03, Los Angeles County, California",2855,2757,2791,-98,34,-64,-3.43,1.23,-2.24,Los Angeles County
1400000US06037127604,"Census Tract 1276.04, Los Angeles County, California",3285,3288,3141,3,-147,-144,0.09,-4.47,-4.38,Los Angeles County
1400000US06037127605,"Census Tract 1276.05, Los Angeles County, California",4016,3827,3734,-189,-93,-282,-4.71,-2.43,-7.02,Los Angeles County
1400000US06037127606,"Census Tract 1276.06, Los Angeles County, California",3133,3179,3110,46,-69,-23,1.47,-2.17,-0.73,Los Angeles County
1400000US06037127711,"Census Tract 1277.11, Los Angeles County, California",3271,3107,3207,-164,100,-64,-5.01,3.22,-1.96,Los Angeles County
1400000US06037127712,"Census Tract 1277.12, Los Angeles County, California",3858,3752,3859,-106,107,1,-2.75,2.85,0.03,Los Angeles County
1400000US06037127803,"Census Tract 1278.03, Los Angeles County, California",4907,4914,5068,7,154,161,0.14,3.13,3.28,Los Angeles County
1400000US06037127804,"Census Tract 1278.04, Los Angeles County, California",4832,4823,4728,-9,-95,-104,-0.19,-1.97,-2.15,Los Angeles County
1400000US06037127805,"Census Tract 1278.05, Los Angeles County, California",3511,3545,3518,34,-27,7,0.97,-0.76,0.2,Los Angeles County
1400000US06037127806,"Census Tract 1278.06, Los Angeles County, California",3015,3083,3576,68,493,561,2.26,15.99,18.61,Los Angeles County
1400000US06037127910,"Census Tract 1279.10, Los Angeles County, California",5131,4859,4908,-272,49,-223,-5.3,1.01,-4.35,Los Angeles County
1400000US06037127920,"Census Tract 1279.20, Los Angeles County, California",4710,4713,4622,3,-91,-88,0.06,-1.93,-1.87,Los Angeles County
1400000US06037128101,"Census Tract 1281.01, Los Angeles County, California",3344,2995,2890,-349,-105,-454,-10.44,-3.51,-13.58,Los Angeles County
1400000US06037128102,"Census Tract 1281.02, Los Angeles County, California",4958,4888,4750,-70,-138,-208,-1.41,-2.82,-4.2,Los Angeles County
1400000US06037128210,"Census Tract 1282.10, Los Angeles County, California",5296,5358,5357,62,-1,61,1.17,-0.02,1.15,Los Angeles County
1400000US06037128220,"Census Tract 1282.20, Los Angeles County, California",2858,2779,2832,-79,53,-26,-2.76,1.91,-0.91,Los Angeles County
1400000US06037128302,"Census Tract 1283.02, Los Angeles County, California",5096,4826,4790,-270,-36,-306,-5.3,-0.75,-6,Los Angeles County
1400000US06037128303,"Census Tract 1283.03, Los Angeles County, California",4063,3780,3487,-283,-293,-576,-6.97,-7.75,-14.18,Los Angeles County
1400000US06037128400,"Census Tract 1284, Los Angeles County, California",4547,4643,4241,96,-402,-306,2.11,-8.66,-6.73,Los Angeles County
1400000US06037128500,"Census Tract 1285, Los Angeles County, California",4205,4145,4104,-60,-41,-101,-1.43,-0.99,-2.4,Los Angeles County
1400000US06037128601,"Census Tract 1286.01, Los Angeles County, California",5052,4834,5020,-218,186,-32,-4.32,3.85,-0.63,Los Angeles County
1400000US06037128602,"Census Tract 1286.02, Los Angeles County, California",3217,2892,2863,-325,-29,-354,-10.1,-1,-11,Los Angeles County
1400000US06037128703,"Census Tract 1287.03, Los Angeles County, California",3077,3070,3252,-7,182,175,-0.23,5.93,5.69,Los Angeles County
1400000US06037128704,"Census Tract 1287.04, Los Angeles County, California",2242,2239,2335,-3,96,93,-0.13,4.29,4.15,Los Angeles County
1400000US06037128801,"Census Tract 1288.01, Los Angeles County, California",3673,3807,3740,134,-67,67,3.65,-1.76,1.82,Los Angeles County
1400000US06037128802,"Census Tract 1288.02, Los Angeles County, California",4343,4309,4186,-34,-123,-157,-0.78,-2.85,-3.62,Los Angeles County
1400000US06037128910,"Census Tract 1289.10, Los Angeles County, California",4805,4614,4741,-191,127,-64,-3.98,2.75,-1.33,Los Angeles County
1400000US06037131021,"Census Tract 1310.21, Los Angeles County, California",3463,3465,3423,2,-42,-40,0.06,-1.21,-1.16,Los Angeles County
1400000US06037131022,"Census Tract 1310.22, Los Angeles County, California",3011,2822,2917,-189,95,-94,-6.28,3.37,-3.12,Los Angeles County
1400000US06037131023,"Census Tract 1310.23, Los Angeles County, California",2968,2946,2774,-22,-172,-194,-0.74,-5.84,-6.54,Los Angeles County
1400000US06037131024,"Census Tract 1310.24, Los Angeles County, California",4120,3905,3984,-215,79,-136,-5.22,2.02,-3.3,Los Angeles County
1400000US06037131100,"Census Tract 1311, Los Angeles County, California",3293,3289,3340,-4,51,47,-0.12,1.55,1.43,Los Angeles County
1400000US06037131200,"Census Tract 1312, Los Angeles County, California",3537,3485,3796,-52,311,259,-1.47,8.92,7.32,Los Angeles County
1400000US06037131300,"Census Tract 1313, Los Angeles County, California",4988,4560,4502,-428,-58,-486,-8.58,-1.27,-9.74,Los Angeles County
1400000US06037131400,"Census Tract 1314, Los Angeles County, California",6679,6364,6175,-315,-189,-504,-4.72,-2.97,-7.55,Los Angeles County
1400000US06037131600,"Census Tract 1316, Los Angeles County, California",4983,4997,5194,14,197,211,0.28,3.94,4.23,Los Angeles County
1400000US06037131701,"Census Tract 1317.01, Los Angeles County, California",5424,5602,5297,178,-305,-127,3.28,-5.44,-2.34,Los Angeles County
1400000US06037131702,"Census Tract 1317.02, Los Angeles County, California",3815,4135,3958,320,-177,143,8.39,-4.28,3.75,Los Angeles County
1400000US06037131801,"Census Tract 1318.01, Los Angeles County, California",3157,3085,3068,-72,-17,-89,-2.28,-0.55,-2.82,Los Angeles County
1400000US06037131802,"Census Tract 1318.02, Los Angeles County, California",3039,2564,2481,-475,-83,-558,-15.63,-3.24,-18.36,Los Angeles County
1400000US06037131900,"Census Tract 1319, Los Angeles County, California",4623,4468,4255,-155,-213,-368,-3.35,-4.77,-7.96,Los Angeles County
1400000US06037132001,"Census Tract 1320.01, Los Angeles County, California",3473,3213,2947,-260,-266,-526,-7.49,-8.28,-15.15,Los Angeles County
1400000US06037132002,"Census Tract 1320.02, Los Angeles County, California",3699,3596,3707,-103,111,8,-2.78,3.09,0.22,Los Angeles County
1400000US06037132101,"Census Tract 1321.01, Los Angeles County, California",4727,4592,4319,-135,-273,-408,-2.86,-5.95,-8.63,Los Angeles County
1400000US06037132102,"Census Tract 1321.02, Los Angeles County, California",5027,5347,5279,320,-68,252,6.37,-1.27,5.01,Los Angeles County
1400000US06037132301,"Census Tract 1323.01, Los Angeles County, California",4189,4074,3689,-115,-385,-500,-2.75,-9.45,-11.94,Los Angeles County
1400000US06037132302,"Census Tract 1323.02, Los Angeles County, California",3516,3359,3178,-157,-181,-338,-4.47,-5.39,-9.61,Los Angeles County
1400000US06037132501,"Census Tract 1325.01, Los Angeles County, California",4553,4785,4641,232,-144,88,5.1,-3.01,1.93,Los Angeles County
1400000US06037132502,"Census Tract 1325.02, Los Angeles County, California",3358,3207,3565,-151,358,207,-4.5,11.16,6.16,Los Angeles County
1400000US06037132700,"Census Tract 1327, Los Angeles County, California",4882,4735,4846,-147,111,-36,-3.01,2.34,-0.74,Los Angeles County
1400000US06037132900,"Census Tract 1329, Los Angeles County, California",3882,3763,3559,-119,-204,-323,-3.07,-5.42,-8.32,Los Angeles County
1400000US06037133000,"Census Tract 1330, Los Angeles County, California",4866,4449,4373,-417,-76,-493,-8.57,-1.71,-10.13,Los Angeles County
1400000US06037133101,"Census Tract 1331.01, Los Angeles County, California",1782,1683,1827,-99,144,45,-5.56,8.56,2.53,Los Angeles County
1400000US06037133102,"Census Tract 1331.02, Los Angeles County, California",3944,3663,3703,-281,40,-241,-7.12,1.09,-6.11,Los Angeles County
1400000US06037134001,"Census Tract 1340.01, Los Angeles County, California",3623,3757,3715,134,-42,92,3.7,-1.12,2.54,Los Angeles County
1400000US06037134002,"Census Tract 1340.02, Los Angeles County, California",3849,3760,3798,-89,38,-51,-2.31,1.01,-1.33,Los Angeles County
1400000US06037134101,"Census Tract 1341.01, Los Angeles County, California",5455,5262,5414,-193,152,-41,-3.54,2.89,-0.75,Los Angeles County
1400000US06037134103,"Census Tract 1341.03, Los Angeles County, California",4645,4495,4584,-150,89,-61,-3.23,1.98,-1.31,Los Angeles County
1400000US06037134104,"Census Tract 1341.04, Los Angeles County, California",4502,4308,4419,-194,111,-83,-4.31,2.58,-1.84,Los Angeles County
1400000US06037134201,"Census Tract 1342.01, Los Angeles County, California",4941,4587,4345,-354,-242,-596,-7.16,-5.28,-12.06,Los Angeles County
1400000US06037134302,"Census Tract 1343.02, Los Angeles County, California",4136,4082,4287,-54,205,151,-1.31,5.02,3.65,Los Angeles County
1400000US06037134303,"Census Tract 1343.03, Los Angeles County, California",5618,5556,5597,-62,41,-21,-1.1,0.74,-0.37,Los Angeles County
1400000US06037134304,"Census Tract 1343.04, Los Angeles County, California",2908,2885,3045,-23,160,137,-0.79,5.55,4.71,Los Angeles County
1400000US06037134305,"Census Tract 1343.05, Los Angeles County, California",3961,3726,3840,-235,114,-121,-5.93,3.06,-3.05,Los Angeles County
1400000US06037134306,"Census Tract 1343.06, Los Angeles County, California",4468,4387,3925,-81,-462,-543,-1.81,-10.53,-12.15,Los Angeles County
1400000US06037134421,"Census Tract 1344.21, Los Angeles County, California",4609,4421,4292,-188,-129,-317,-4.08,-2.92,-6.88,Los Angeles County
1400000US06037134422,"Census Tract 1344.22, Los Angeles County, California",4681,4809,4933,128,124,252,2.73,2.58,5.38,Los Angeles County
1400000US06037134423,"Census Tract 1344.23, Los Angeles County, California",3537,3385,3243,-152,-142,-294,-4.3,-4.19,-8.31,Los Angeles County
1400000US06037134424,"Census Tract 1344.24, Los Angeles County, California",2947,2857,2821,-90,-36,-126,-3.05,-1.26,-4.28,Los Angeles County
1400000US06037134520,"Census Tract 1345.20, Los Angeles County, California",5761,5439,5263,-322,-176,-498,-5.59,-3.24,-8.64,Los Angeles County
1400000US06037134521,"Census Tract 1345.21, Los Angeles County, California",3344,3087,2944,-257,-143,-400,-7.69,-4.63,-11.96,Los Angeles County
1400000US06037134522,"Census Tract 1345.22, Los Angeles County, California",4574,4490,4741,-84,251,167,-1.84,5.59,3.65,Los Angeles County
1400000US06037134710,"Census Tract 1347.10, Los Angeles County, California",5398,5441,5531,43,90,133,0.8,1.65,2.46,Los Angeles County
1400000US06037134720,"Census Tract 1347.20, Los Angeles County, California",5421,5417,5195,-4,-222,-226,-0.07,-4.1,-4.17,Los Angeles County
1400000US06037134801,"Census Tract 1348.01, Los Angeles County, California",3333,3001,3091,-332,90,-242,-9.96,3,-7.26,Los Angeles County
1400000US06037134802,"Census Tract 1348.02, Los Angeles County, California",3107,2825,3121,-282,296,14,-9.08,10.48,0.45,Los Angeles County
1400000US06037134901,"Census Tract 1349.01, Los Angeles County, California",2691,2610,2577,-81,-33,-114,-3.01,-1.26,-4.24,Los Angeles County
1400000US06037134904,"Census Tract 1349.04, Los Angeles County, California",4452,4701,4615,249,-86,163,5.59,-1.83,3.66,Los Angeles County
1400000US06037134905,"Census Tract 1349.05, Los Angeles County, California",5074,5028,5590,-46,562,516,-0.91,11.18,10.17,Los Angeles County
1400000US06037134906,"Census Tract 1349.06, Los Angeles County, California",3042,3269,3056,227,-213,14,7.46,-6.52,0.46,Los Angeles County
1400000US06037134907,"Census Tract 1349.07, Los Angeles County, California",3325,3354,3635,29,281,310,0.87,8.38,9.32,Los Angeles County
1400000US06037135102,"Census Tract 1351.02, Los Angeles County, California",3867,3672,3652,-195,-20,-215,-5.04,-0.54,-5.56,Los Angeles County
1400000US06037135111,"Census Tract 1351.11, Los Angeles County, California",4050,3785,4001,-265,216,-49,-6.54,5.71,-1.21,Los Angeles County
1400000US06037135113,"Census Tract 1351.13, Los Angeles County, California",3138,3225,2951,87,-274,-187,2.77,-8.5,-5.96,Los Angeles County
1400000US06037135115,"Census Tract 1351.15, Los Angeles County, California",3110,3118,3212,8,94,102,0.26,3.01,3.28,Los Angeles County
1400000US06037135116,"Census Tract 1351.16, Los Angeles County, California",1463,1586,1477,123,-109,14,8.41,-6.87,0.96,Los Angeles County
1400000US06037135201,"Census Tract 1352.01, Los Angeles County, California",3013,2925,3104,-88,179,91,-2.92,6.12,3.02,Los Angeles County
1400000US06037135202,"Census Tract 1352.02, Los Angeles County, California",4618,4531,4625,-87,94,7,-1.88,2.07,0.15,Los Angeles County
1400000US06037135204,"Census Tract 1352.04, Los Angeles County, California",5135,4928,4481,-207,-447,-654,-4.03,-9.07,-12.74,Los Angeles County
1400000US06037135205,"Census Tract 1352.05, Los Angeles County, California",1938,2067,2059,129,-8,121,6.66,-0.39,6.24,Los Angeles County
1400000US06037137000,"Census Tract 1370, Los Angeles County, California",5184,5098,5035,-86,-63,-149,-1.66,-1.24,-2.87,Los Angeles County
1400000US06037137103,"Census Tract 1371.03, Los Angeles County, California",5540,5389,5560,-151,171,20,-2.73,3.17,0.36,Los Angeles County
1400000US06037137104,"Census Tract 1371.04, Los Angeles County, California",2579,2511,2416,-68,-95,-163,-2.64,-3.78,-6.32,Los Angeles County
1400000US06037137202,"Census Tract 1372.02, Los Angeles County, California",3281,3416,3339,135,-77,58,4.11,-2.25,1.77,Los Angeles County
1400000US06037137203,"Census Tract 1372.03, Los Angeles County, California",2609,2548,2660,-61,112,51,-2.34,4.4,1.95,Los Angeles County
1400000US06037137301,"Census Tract 1373.01, Los Angeles County, California",2314,2097,2142,-217,45,-172,-9.38,2.15,-7.43,Los Angeles County
1400000US06037137302,"Census Tract 1373.02, Los Angeles County, California",4392,4361,4376,-31,15,-16,-0.71,0.34,-0.36,Los Angeles County
1400000US06037137401,"Census Tract 1374.01, Los Angeles County, California",4091,4536,4567,445,31,476,10.88,0.68,11.64,Los Angeles County
1400000US06037137402,"Census Tract 1374.02, Los Angeles County, California",5626,5598,5663,-28,65,37,-0.5,1.16,0.66,Los Angeles County
1400000US06037137501,"Census Tract 1375.01, Los Angeles County, California",5254,5080,5426,-174,346,172,-3.31,6.81,3.27,Los Angeles County
1400000US06037137502,"Census Tract 1375.02, Los Angeles County, California",4337,4298,4432,-39,134,95,-0.9,3.12,2.19,Los Angeles County
1400000US06037137504,"Census Tract 1375.04, Los Angeles County, California",1928,2021,1983,93,-38,55,4.82,-1.88,2.85,Los Angeles County
1400000US06037138000,"Census Tract 1380, Los Angeles County, California",4766,4839,4826,73,-13,60,1.53,-0.27,1.26,Los Angeles County
1400000US06037139001,"Census Tract 1390.01, Los Angeles County, California",5561,5439,5511,-122,72,-50,-2.19,1.32,-0.9,Los Angeles County
1400000US06037139200,"Census Tract 1392, Los Angeles County, California",5994,5712,5946,-282,234,-48,-4.7,4.1,-0.8,Los Angeles County
1400000US06037139301,"Census Tract 1393.01, Los Angeles County, California",4106,4373,4243,267,-130,137,6.5,-2.97,3.34,Los Angeles County
1400000US06037139302,"Census Tract 1393.02, Los Angeles County, California",5016,4806,5181,-210,375,165,-4.19,7.8,3.29,Los Angeles County
1400000US06037139303,"Census Tract 1393.03, Los Angeles County, California",4682,4477,4556,-205,79,-126,-4.38,1.76,-2.69,Los Angeles County
1400000US06037139401,"Census Tract 1394.01, Los Angeles County, California",2488,2468,2405,-20,-63,-83,-0.8,-2.55,-3.34,Los Angeles County
1400000US06037139402,"Census Tract 1394.02, Los Angeles County, California",2979,2877,2893,-102,16,-86,-3.42,0.56,-2.89,Los Angeles County
1400000US06037139502,"Census Tract 1395.02, Los Angeles County, California",3004,2874,3113,-130,239,109,-4.33,8.32,3.63,Los Angeles County
1400000US06037139504,"Census Tract 1395.04, Los Angeles County, California",4128,3725,3741,-403,16,-387,-9.76,0.43,-9.38,Los Angeles County
1400000US06037139505,"Census Tract 1395.05, Los Angeles County, California",2965,2609,2485,-356,-124,-480,-12.01,-4.75,-16.19,Los Angeles County
1400000US06037139506,"Census Tract 1395.06, Los Angeles County, California",3416,2972,2889,-444,-83,-527,-13,-2.79,-15.43,Los Angeles County
1400000US06037139600,"Census Tract 1396, Los Angeles County, California",5241,5075,5134,-166,59,-107,-3.17,1.16,-2.04,Los Angeles County
1400000US06037139701,"Census Tract 1397.01, Los Angeles County, California",5889,5729,5388,-160,-341,-501,-2.72,-5.95,-8.51,Los Angeles County
1400000US06037139703,"Census Tract 1397.03, Los Angeles County, California",2747,2425,2438,-322,13,-309,-11.72,0.54,-11.25,Los Angeles County
1400000US06037139704,"Census Tract 1397.04, Los Angeles County, California",2620,2765,2597,145,-168,-23,5.53,-6.08,-0.88,Los Angeles County
1400000US06037139705,"Census Tract 1397.05, Los Angeles County, California",3820,3995,4097,175,102,277,4.58,2.55,7.25,Los Angeles County
1400000US06037139801,"Census Tract 1398.01, Los Angeles County, California",3478,3518,3498,40,-20,20,1.15,-0.57,0.58,Los Angeles County
1400000US06037139802,"Census Tract 1398.02, Los Angeles County, California",4041,3878,3887,-163,9,-154,-4.03,0.23,-3.81,Los Angeles County
1400000US06037141101,"Census Tract 1411.01, Los Angeles County, California",4757,4458,4434,-299,-24,-323,-6.29,-0.54,-6.79,Los Angeles County
1400000US06037141102,"Census Tract 1411.02, Los Angeles County, California",3120,3049,2961,-71,-88,-159,-2.28,-2.89,-5.1,Los Angeles County
1400000US06037141201,"Census Tract 1412.01, Los Angeles County, California",4201,4015,3960,-186,-55,-241,-4.43,-1.37,-5.74,Los Angeles County
1400000US06037141202,"Census Tract 1412.02, Los Angeles County, California",3001,2924,2958,-77,34,-43,-2.57,1.16,-1.43,Los Angeles County
1400000US06037141303,"Census Tract 1413.03, Los Angeles County, California",3436,3330,3231,-106,-99,-205,-3.08,-2.97,-5.97,Los Angeles County
1400000US06037141304,"Census Tract 1413.04, Los Angeles County, California",3185,3116,3011,-69,-105,-174,-2.17,-3.37,-5.46,Los Angeles County
1400000US06037141305,"Census Tract 1413.05, Los Angeles County, California",2606,2625,2878,19,253,272,0.73,9.64,10.44,Los Angeles County
1400000US06037141306,"Census Tract 1413.06, Los Angeles County, California",3240,3145,3076,-95,-69,-164,-2.93,-2.19,-5.06,Los Angeles County
1400000US06037141400,"Census Tract 1414, Los Angeles County, California",5366,5233,5019,-133,-214,-347,-2.48,-4.09,-6.47,Los Angeles County
1400000US06037141500,"Census Tract 1415, Los Angeles County, California",3015,3006,3017,-9,11,2,-0.3,0.37,0.07,Los Angeles County
1400000US06037141600,"Census Tract 1416, Los Angeles County, California",4198,4183,3853,-15,-330,-345,-0.36,-7.89,-8.22,Los Angeles County
1400000US06037141700,"Census Tract 1417, Los Angeles County, California",3342,3150,3086,-192,-64,-256,-5.75,-2.03,-7.66,Los Angeles County
1400000US06037143101,"Census Tract 1431.01, Los Angeles County, California",2074,2157,2074,83,-83,0,4,-3.85,0,Los Angeles County
1400000US06037143102,"Census Tract 1431.02, Los Angeles County, California",2139,2119,2337,-20,218,198,-0.94,10.29,9.26,Los Angeles County
1400000US06037143200,"Census Tract 1432, Los Angeles County, California",4351,4158,4235,-193,77,-116,-4.44,1.85,-2.67,Los Angeles County
1400000US06037143301,"Census Tract 1433.01, Los Angeles County, California",3586,3474,3385,-112,-89,-201,-3.12,-2.56,-5.61,Los Angeles County
1400000US06037143302,"Census Tract 1433.02, Los Angeles County, California",3104,3267,3258,163,-9,154,5.25,-0.28,4.96,Los Angeles County
1400000US06037143401,"Census Tract 1434.01, Los Angeles County, California",5602,5535,5478,-67,-57,-124,-1.2,-1.03,-2.21,Los Angeles County
1400000US06037143402,"Census Tract 1434.02, Los Angeles County, California",1973,1859,1844,-114,-15,-129,-5.78,-0.81,-6.54,Los Angeles County
1400000US06037143500,"Census Tract 1435, Los Angeles County, California",5633,5635,5328,2,-307,-305,0.04,-5.45,-5.41,Los Angeles County
1400000US06037143602,"Census Tract 1436.02, Los Angeles County, California",4897,4936,4734,39,-202,-163,0.8,-4.09,-3.33,Los Angeles County
1400000US06037143603,"Census Tract 1436.03, Los Angeles County, California",2442,2443,2459,1,16,17,0.04,0.65,0.7,Los Angeles County
1400000US06037143605,"Census Tract 1436.05, Los Angeles County, California",1803,1724,1827,-79,103,24,-4.38,5.97,1.33,Los Angeles County
1400000US06037143606,"Census Tract 1436.06, Los Angeles County, California",1701,1747,1695,46,-52,-6,2.7,-2.98,-0.35,Los Angeles County
1400000US06037143700,"Census Tract 1437, Los Angeles County, California",3767,3485,3438,-282,-47,-329,-7.49,-1.35,-8.73,Los Angeles County
1400000US06037143801,"Census Tract 1438.01, Los Angeles County, California",3342,3270,3411,-72,141,69,-2.15,4.31,2.06,Los Angeles County
1400000US06037143802,"Census Tract 1438.02, Los Angeles County, California",2501,2247,2239,-254,-8,-262,-10.16,-0.36,-10.48,Los Angeles County
1400000US06037143901,"Census Tract 1439.01, Los Angeles County, California",4363,4292,4222,-71,-70,-141,-1.63,-1.63,-3.23,Los Angeles County
1400000US06037143902,"Census Tract 1439.02, Los Angeles County, California",2860,2892,3053,32,161,193,1.12,5.57,6.75,Los Angeles County
1400000US06037181000,"Census Tract 1810, Los Angeles County, California",6357,6059,5992,-298,-67,-365,-4.69,-1.11,-5.74,Los Angeles County
1400000US06037181300,"Census Tract 1813, Los Angeles County, California",3959,3867,3971,-92,104,12,-2.32,2.69,0.3,Los Angeles County
1400000US06037181400,"Census Tract 1814, Los Angeles County, California",4797,4718,4655,-79,-63,-142,-1.65,-1.34,-2.96,Los Angeles County
1400000US06037181500,"Census Tract 1815, Los Angeles County, California",3934,4019,4106,85,87,172,2.16,2.16,4.37,Los Angeles County
1400000US06037181600,"Census Tract 1816, Los Angeles County, California",4697,4655,4438,-42,-217,-259,-0.89,-4.66,-5.51,Los Angeles County
1400000US06037183101,"Census Tract 1831.01, Los Angeles County, California",2749,2442,2741,-307,299,-8,-11.17,12.24,-0.29,Los Angeles County
1400000US06037183103,"Census Tract 1831.03, Los Angeles County, California",4800,4797,4548,-3,-249,-252,-0.06,-5.19,-5.25,Los Angeles County
1400000US06037183104,"Census Tract 1831.04, Los Angeles County, California",1985,1899,1902,-86,3,-83,-4.33,0.16,-4.18,Los Angeles County
1400000US06037183220,"Census Tract 1832.20, Los Angeles County, California",3597,3370,3118,-227,-252,-479,-6.31,-7.48,-13.32,Los Angeles County
1400000US06037183221,"Census Tract 1832.21, Los Angeles County, California",3779,3530,3514,-249,-16,-265,-6.59,-0.45,-7.01,Los Angeles County
1400000US06037183222,"Census Tract 1832.22, Los Angeles County, California",3569,3599,3616,30,17,47,0.84,0.47,1.32,Los Angeles County
1400000US06037183300,"Census Tract 1833, Los Angeles County, California",3528,3517,3231,-11,-286,-297,-0.31,-8.13,-8.42,Los Angeles County
1400000US06037183401,"Census Tract 1834.01, Los Angeles County, California",2439,2436,2416,-3,-20,-23,-0.12,-0.82,-0.94,Los Angeles County
1400000US06037183402,"Census Tract 1834.02, Los Angeles County, California",3020,2867,2939,-153,72,-81,-5.07,2.51,-2.68,Los Angeles County
1400000US06037183510,"Census Tract 1835.10, Los Angeles County, California",2535,2535,2346,0,-189,-189,0,-7.46,-7.46,Los Angeles County
1400000US06037183520,"Census Tract 1835.20, Los Angeles County, California",3676,3944,3850,268,-94,174,7.29,-2.38,4.73,Los Angeles County
1400000US06037183610,"Census Tract 1836.10, Los Angeles County, California",2919,2909,3042,-10,133,123,-0.34,4.57,4.21,Los Angeles County
1400000US06037183620,"Census Tract 1836.20, Los Angeles County, California",3038,2994,3038,-44,44,0,-1.45,1.47,0,Los Angeles County
1400000US06037183701,"Census Tract 1837.01, Los Angeles County, California",3382,3329,3181,-53,-148,-201,-1.57,-4.45,-5.94,Los Angeles County
1400000US06037183702,"Census Tract 1837.02, Los Angeles County, California",2995,2925,3074,-70,149,79,-2.34,5.09,2.64,Los Angeles County
1400000US06037183810,"Census Tract 1838.10, Los Angeles County, California",4130,4369,4259,239,-110,129,5.79,-2.52,3.12,Los Angeles County
1400000US06037183820,"Census Tract 1838.20, Los Angeles County, California",3452,3331,3352,-121,21,-100,-3.51,0.63,-2.9,Los Angeles County
1400000US06037185101,"Census Tract 1851.01, Los Angeles County, California",2869,2924,2780,55,-144,-89,1.92,-4.92,-3.1,Los Angeles County
1400000US06037185102,"Census Tract 1851.02, Los Angeles County, California",3459,3352,3542,-107,190,83,-3.09,5.67,2.4,Los Angeles County
1400000US06037185202,"Census Tract 1852.02, Los Angeles County, California",4162,4084,4098,-78,14,-64,-1.87,0.34,-1.54,Los Angeles County
1400000US06037185203,"Census Tract 1852.03, Los Angeles County, California",2862,2728,2696,-134,-32,-166,-4.68,-1.17,-5.8,Los Angeles County
1400000US06037185204,"Census Tract 1852.04, Los Angeles County, California",1923,1884,1778,-39,-106,-145,-2.03,-5.63,-7.54,Los Angeles County
1400000US06037185310,"Census Tract 1853.10, Los Angeles County, California",3180,3053,2897,-127,-156,-283,-3.99,-5.11,-8.9,Los Angeles County
1400000US06037185320,"Census Tract 1853.20, Los Angeles County, California",2957,2831,2735,-126,-96,-222,-4.26,-3.39,-7.51,Los Angeles County
1400000US06037186100,"Census Tract 1861, Los Angeles County, California",4929,4848,4725,-81,-123,-204,-1.64,-2.54,-4.14,Los Angeles County
1400000US06037186201,"Census Tract 1862.01, Los Angeles County, California",3608,3503,3382,-105,-121,-226,-2.91,-3.45,-6.26,Los Angeles County
1400000US06037186202,"Census Tract 1862.02, Los Angeles County, California",1920,1739,1676,-181,-63,-244,-9.43,-3.62,-12.71,Los Angeles County
1400000US06037186203,"Census Tract 1862.03, Los Angeles County, California",3113,3104,2991,-9,-113,-122,-0.29,-3.64,-3.92,Los Angeles County
1400000US06037186301,"Census Tract 1863.01, Los Angeles County, California",2749,2713,2619,-36,-94,-130,-1.31,-3.46,-4.73,Los Angeles County
