GEO_ID,NAME,estimate_2020,estimate_2021,estimate_2022,chg_20_21,chg_21_22,chg_20_22,pct_chg_20_21,pct_chg_21_22,pct_chg_20_22,county
1400000US06067008907,"Census Tract 89.07, Sacramento County, California",6097,6258,6245,161,-13,148,2.64,-0.21,2.43,Sacramento County
1400000US06067008908,"Census Tract 89.08, Sacramento County, California",4695,5067,4796,372,-271,101,7.92,-5.35,2.15,Sacramento County
1400000US06067008909,"Census Tract 89.09, Sacramento County, California",2362,2391,2387,29,-4,25,1.23,-0.17,1.06,Sacramento County
1400000US06067008910,"Census Tract 89.10, Sacramento County, California",3485,3510,3332,25,-178,-153,0.72,-5.07,-4.39,Sacramento County
1400000US06067008911,"Census Tract 89.11, Sacramento County, California",2629,2834,2884,205,50,255,7.8,1.76,9.7,Sacramento County
1400000US06067008912,"Census Tract 89.12, Sacramento County, California",3256,3282,3234,26,-48,-22,0.8,-1.46,-0.68,Sacramento County
1400000US06067008913,"Census Tract 89.13, Sacramento County, California",4228,4430,4426,202,-4,198,4.78,-0.09,4.68,Sacramento County
1400000US06067009004,"Census Tract 90.04, Sacramento County, California",3984,3700,3856,-284,156,-128,-7.13,4.22,-3.21,Sacramento County
1400000US06067009005,"Census Tract 90.05, Sacramento County, California",3370,3383,3413,13,30,43,0.39,0.89,1.28,Sacramento County
1400000US06067009006,"Census Tract 90.06, Sacramento County, California",4995,5305,5058,310,-247,63,6.21,-4.66,1.26,Sacramento County
1400000US06067009007,"Census Tract 90.07, Sacramento County, California",2281,2296,2316,15,20,35,0.66,0.87,1.53,Sacramento County
1400000US06067009008,"Census Tract 90.08, Sacramento County, California",5625,5642,5704,17,62,79,0.3,1.1,1.4,Sacramento County
1400000US06067009010,"Census Tract 90.10, Sacramento County, California",5997,6701,6744,704,43,747,11.74,0.64,12.46,Sacramento County
1400000US06067009011,"Census Tract 90.11, Sacramento County, California",4855,5228,5364,373,136,509,7.68,2.6,10.48,Sacramento County
1400000US06067009103,"Census Tract 91.03, Sacramento County, California",3206,3317,3211,111,-106,5,3.46,-3.2,0.16,Sacramento County
1400000US06067009105,"Census Tract 91.05, Sacramento County, California",2448,2589,2801,141,212,353,5.76,8.19,14.42,Sacramento County
1400000US06067009106,"Census Tract 91.06, Sacramento County, California",4196,4336,4147,140,-189,-49,3.34,-4.36,-1.17,Sacramento County
1400000US06067009107,"Census Tract 91.07, Sacramento County, California",4226,4185,4143,-41,-42,-83,-0.97,-1,-1.96,Sacramento County
1400000US06067009108,"Census Tract 91.08, Sacramento County, California",3902,3971,3857,69,-114,-45,1.77,-2.87,-1.15,Sacramento County
1400000US06067009109,"Census Tract 91.09, Sacramento County, California",4953,5099,4977,146,-122,24,2.95,-2.39,0.48,Sacramento County
1400000US06067009110,"Census Tract 91.10, Sacramento County, California",1953,1992,2070,39,78,117,2,3.92,5.99,Sacramento County
1400000US06067009111,"Census Tract 91.11, Sacramento County, California",5670,5955,5647,285,-308,-23,5.03,-5.17,-0.41,Sacramento County
1400000US06067009112,"Census Tract 91.12, Sacramento County, California",4071,4009,4083,-62,74,12,-1.52,1.85,0.29,Sacramento County
1400000US06067009201,"Census Tract 92.01, Sacramento County, California",5549,6098,6251,549,153,702,9.89,2.51,12.65,Sacramento County
1400000US06067009307,"Census Tract 93.07, Sacramento County, California",5678,5653,5709,-25,56,31,-0.44,0.99,0.55,Sacramento County
1400000US06067009308,"Census Tract 93.08, Sacramento County, California",6973,7002,7047,29,45,74,0.42,0.64,1.06,Sacramento County
1400000US06067009309,"Census Tract 93.09, Sacramento County, California",2297,2300,2412,3,112,115,0.13,4.87,5.01,Sacramento County
1400000US06067009310,"Census Tract 93.10, Sacramento County, California",6526,6831,6629,305,-202,103,4.67,-2.96,1.58,Sacramento County
1400000US06067009311,"Census Tract 93.11, Sacramento County, California",6316,6716,6937,400,221,621,6.33,3.29,9.83,Sacramento County
1400000US06067009312,"Census Tract 93.12, Sacramento County, California",6774,7171,7317,397,146,543,5.86,2.04,8.02,Sacramento County
1400000US06067009314,"Census Tract 93.14, Sacramento County, California",6239,6904,6227,665,-677,-12,10.66,-9.81,-0.19,Sacramento County
1400000US06067009316,"Census Tract 93.16, Sacramento County, California",4805,5050,5087,245,37,282,5.1,0.73,5.87,Sacramento County
1400000US06067009317,"Census Tract 93.17, Sacramento County, California",5874,6167,6372,293,205,498,4.99,3.32,8.48,Sacramento County
1400000US06067009318,"Census Tract 93.18, Sacramento County, California",2086,1995,1984,-91,-11,-102,-4.36,-0.55,-4.89,Sacramento County
1400000US06067009319,"Census Tract 93.19, Sacramento County, California",4327,4324,4706,-3,382,379,-0.07,8.83,8.76,Sacramento County
1400000US06067009320,"Census Tract 93.20, Sacramento County, California",4521,4614,4266,93,-348,-255,2.06,-7.54,-5.64,Sacramento County
1400000US06067009321,"Census Tract 93.21, Sacramento County, California",5556,5998,5672,442,-326,116,7.96,-5.44,2.09,Sacramento County
1400000US06067009323,"Census Tract 93.23, Sacramento County, California",5799,5940,5747,141,-193,-52,2.43,-3.25,-0.9,Sacramento County
1400000US06067009326,"Census Tract 93.26, Sacramento County, California",4607,4496,4401,-111,-95,-206,-2.41,-2.11,-4.47,Sacramento County
1400000US06067009328,"Census Tract 93.28, Sacramento County, California",5466,5650,6033,184,383,567,3.37,6.78,10.37,Sacramento County
1400000US06067009329,"Census Tract 93.29, Sacramento County, California",2419,2413,2388,-6,-25,-31,-0.25,-1.04,-1.28,Sacramento County
1400000US06067009330,"Census Tract 93.30, Sacramento County, California",4658,4923,5261,265,338,603,5.69,6.87,12.95,Sacramento County
1400000US06067009331,"Census Tract 93.31, Sacramento County, California",7463,7660,7722,197,62,259,2.64,0.81,3.47,Sacramento County
1400000US06067009332,"Census Tract 93.32, Sacramento County, California",1556,1605,1648,49,43,92,3.15,2.68,5.91,Sacramento County
1400000US06067009333,"Census Tract 93.33, Sacramento County, California",2704,2736,2512,32,-224,-192,1.18,-8.19,-7.1,Sacramento County
1400000US06067009334,"Census Tract 93.34, Sacramento County, California",6087,5934,5634,-153,-300,-453,-2.51,-5.06,-7.44,Sacramento County
1400000US06067009335,"Census Tract 93.35, Sacramento County, California",6265,6229,6675,-36,446,410,-0.57,7.16,6.54,Sacramento County
1400000US06067009336,"Census Tract 93.36, Sacramento County, California",4237,4166,4238,-71,72,1,-1.68,1.73,0.02,Sacramento County
1400000US06067009403,"Census Tract 94.03, Sacramento County, California",1921,2044,2122,123,78,201,6.4,3.82,10.46,Sacramento County
1400000US06067009404,"Census Tract 94.04, Sacramento County, California",5811,6414,6799,603,385,988,10.38,6,17,Sacramento County
1400000US06067009406,"Census Tract 94.06, Sacramento County, California",2318,2381,2483,63,102,165,2.72,4.28,7.12,Sacramento County
1400000US06067009408,"Census Tract 94.08, Sacramento County, California",1932,1771,1776,-161,5,-156,-8.33,0.28,-8.07,Sacramento County
1400000US06067009409,"Census Tract 94.09, Sacramento County, California",4046,4217,4170,171,-47,124,4.23,-1.11,3.06,Sacramento County
1400000US06067009410,"Census Tract 94.10, Sacramento County, California",6803,6487,6385,-316,-102,-418,-4.65,-1.57,-6.14,Sacramento County
1400000US06067009501,"Census Tract 95.01, Sacramento County, California",2740,2690,2614,-50,-76,-126,-1.82,-2.83,-4.6,Sacramento County
1400000US06067009502,"Census Tract 95.02, Sacramento County, California",7930,7973,8052,43,79,122,0.54,0.99,1.54,Sacramento County
1400000US06067009503,"Census Tract 95.03, Sacramento County, California",2946,2748,2642,-198,-106,-304,-6.72,-3.86,-10.32,Sacramento County
1400000US06067009504,"Census Tract 95.04, Sacramento County, California",2887,3061,3204,174,143,317,6.03,4.67,10.98,Sacramento County
1400000US06067009601,"Census Tract 96.01, Sacramento County, California",6444,6555,6899,111,344,455,1.72,5.25,7.06,Sacramento County
1400000US06067009608,"Census Tract 96.08, Sacramento County, California",9829,9928,10353,99,425,524,1.01,4.28,5.33,Sacramento County
1400000US06067009609,"Census Tract 96.09, Sacramento County, California",5873,6080,5807,207,-273,-66,3.52,-4.49,-1.12,Sacramento County
1400000US06067009610,"Census Tract 96.10, Sacramento County, California",7266,7101,7064,-165,-37,-202,-2.27,-0.52,-2.78,Sacramento County
1400000US06067009611,"Census Tract 96.11, Sacramento County, California",3881,3969,3975,88,6,94,2.27,0.15,2.42,Sacramento County
1400000US06067009612,"Census Tract 96.12, Sacramento County, California",5189,5227,5253,38,26,64,0.73,0.5,1.23,Sacramento County
1400000US06067009614,"Census Tract 96.14, Sacramento County, California",6474,6436,6363,-38,-73,-111,-0.59,-1.13,-1.71,Sacramento County
1400000US06067009616,"Census Tract 96.16, Sacramento County, California",6532,6433,6724,-99,291,192,-1.52,4.52,2.94,Sacramento County
1400000US06067009617,"Census Tract 96.17, Sacramento County, California",4007,3959,4026,-48,67,19,-1.2,1.69,0.47,Sacramento County
1400000US06067009618,"Census Tract 96.18, Sacramento County, California",5053,4968,4977,-85,9,-76,-1.68,0.18,-1.5,Sacramento County
1400000US06067009622,"Census Tract 96.22, Sacramento County, California",8274,8265,7986,-9,-279,-288,-0.11,-3.38,-3.48,Sacramento County
1400000US06067009632,"Census Tract 96.32, Sacramento County, California",7411,6926,6932,-485,6,-479,-6.54,0.09,-6.46,Sacramento County
1400000US06067009633,"Census Tract 96.33, Sacramento County, California",3678,3808,3961,130,153,283,3.53,4.02,7.69,Sacramento County
1400000US06067009634,"Census Tract 96.34, Sacramento County, California",4694,5025,5120,331,95,426,7.05,1.89,9.08,Sacramento County
1400000US06067009635,"Census Tract 96.35, Sacramento County, California",5954,5993,5841,39,-152,-113,0.66,-2.54,-1.9,Sacramento County
1400000US06067009637,"Census Tract 96.37, Sacramento County, California",6807,6630,6542,-177,-88,-265,-2.6,-1.33,-3.89,Sacramento County
1400000US06067009639,"Census Tract 96.39, Sacramento County, California",3604,3475,3495,-129,20,-109,-3.58,0.58,-3.02,Sacramento County
1400000US06067009640,"Census Tract 96.40, Sacramento County, California",4814,5157,4897,343,-260,83,7.13,-5.04,1.72,Sacramento County
1400000US06067009641,"Census Tract 96.41, Sacramento County, California",3611,3636,3947,25,311,336,0.69,8.55,9.3,Sacramento County
1400000US06067009642,"Census Tract 96.42, Sacramento County, California",1528,1562,1553,34,-9,25,2.23,-0.58,1.64,Sacramento County
1400000US06067009643,"Census Tract 96.43, Sacramento County, California",6784,6720,6526,-64,-194,-258,-0.94,-2.89,-3.8,Sacramento County
1400000US06067009644,"Census Tract 96.44, Sacramento County, California",3284,3312,3372,28,60,88,0.85,1.81,2.68,Sacramento County
1400000US06067009645,"Census Tract 96.45, Sacramento County, California",4502,4339,4371,-163,32,-131,-3.62,0.74,-2.91,Sacramento County
1400000US06067009646,"Census Tract 96.46, Sacramento County, California",4048,4056,3856,8,-200,-192,0.2,-4.93,-4.74,Sacramento County
1400000US06067009647,"Census Tract 96.47, Sacramento County, California",5907,6035,6411,128,376,504,2.17,6.23,8.53,Sacramento County
1400000US06067009648,"Census Tract 96.48, Sacramento County, California",3662,3822,3951,160,129,289,4.37,3.38,7.89,Sacramento County
1400000US06067009649,"Census Tract 96.49, Sacramento County, California",4714,4984,5093,270,109,379,5.73,2.19,8.04,Sacramento County
1400000US06067009650,"Census Tract 96.50, Sacramento County, California",2890,2735,2912,-155,177,22,-5.36,6.47,0.76,Sacramento County
1400000US06067009651,"Census Tract 96.51, Sacramento County, California",5478,5516,5439,38,-77,-39,0.69,-1.4,-0.71,Sacramento County
1400000US06067009652,"Census Tract 96.52, Sacramento County, California",1244,2036,3102,792,1066,1858,63.67,52.36,149.36,Sacramento County
1400000US06067009653,"Census Tract 96.53, Sacramento County, California",3541,3364,3071,-177,-293,-470,-5,-8.71,-13.27,Sacramento County
1400000US06067009800,"Census Tract 98, Sacramento County, California",1476,1477,1513,1,36,37,0.07,2.44,2.51,Sacramento County
1400000US06067009900,"Census Tract 99, Sacramento County, California",3597,3747,3502,150,-245,-95,4.17,-6.54,-2.64,Sacramento County
1400000US06067988300,"Census Tract 9883, Sacramento County, California",4834,5386,4478,552,-908,-356,11.42,-16.86,-7.36,Sacramento County
1400000US06069000100,"Census Tract 1, San Benito County, California",4923,5421,5504,498,83,581,10.12,1.53,11.8,San Benito County
1400000US06069000200,"Census Tract 2, San Benito County, California",6928,6903,6584,-25,-319,-344,-0.36,-4.62,-4.97,San Benito County
1400000US06069000300,"Census Tract 3, San Benito County, California",4787,4857,5656,70,799,869,1.46,16.45,18.15,San Benito County
1400000US06069000400,"Census Tract 4, San Benito County, California",7059,7076,6960,17,-116,-99,0.24,-1.64,-1.4,San Benito County
1400000US06069000501,"Census Tract 5.01, San Benito County, California",4945,4888,5163,-57,275,218,-1.15,5.63,4.41,San Benito County
1400000US06069000502,"Census Tract 5.02, San Benito County, California",7380,7570,7535,190,-35,155,2.57,-0.46,2.1,San Benito County
1400000US06069000601,"Census Tract 6.01, San Benito County, California",5147,5289,5087,142,-202,-60,2.76,-3.82,-1.17,San Benito County
1400000US06069000602,"Census Tract 6.02, San Benito County, California",3849,4045,4079,196,34,230,5.09,0.84,5.98,San Benito County
1400000US06069000701,"Census Tract 7.01, San Benito County, California",4790,4648,4719,-142,71,-71,-2.96,1.53,-1.48,San Benito County
1400000US06069000702,"Census Tract 7.02, San Benito County, California",5567,5860,6199,293,339,632,5.26,5.78,11.35,San Benito County
1400000US06069000801,"Census Tract 8.01, San Benito County, California",2637,2901,3048,264,147,411,10.01,5.07,15.59,San Benito County
1400000US06069000802,"Census Tract 8.02, San Benito County, California",3535,3871,4219,336,348,684,9.5,8.99,19.35,San Benito County
1400000US06071000103,"Census Tract 1.03, San Bernardino County, California",4558,4370,4149,-188,-221,-409,-4.12,-5.06,-8.97,San Bernardino County
1400000US06071000104,"Census Tract 1.04, San Bernardino County, California",7557,6952,6753,-605,-199,-804,-8.01,-2.86,-10.64,San Bernardino County
1400000US06071000105,"Census Tract 1.05, San Bernardino County, California",5837,5431,5375,-406,-56,-462,-6.96,-1.03,-7.92,San Bernardino County
1400000US06071000107,"Census Tract 1.07, San Bernardino County, California",2786,2759,2835,-27,76,49,-0.97,2.75,1.76,San Bernardino County
1400000US06071000108,"Census Tract 1.08, San Bernardino County, California",6935,6346,6482,-589,136,-453,-8.49,2.14,-6.53,San Bernardino County
1400000US06071000109,"Census Tract 1.09, San Bernardino County, California",7597,7025,7094,-572,69,-503,-7.53,0.98,-6.62,San Bernardino County
1400000US06071000111,"Census Tract 1.11, San Bernardino County, California",2748,2650,2822,-98,172,74,-3.57,6.49,2.69,San Bernardino County
1400000US06071000115,"Census Tract 1.15, San Bernardino County, California",8632,8327,8568,-305,241,-64,-3.53,2.89,-0.74,San Bernardino County
1400000US06071000117,"Census Tract 1.17, San Bernardino County, California",6602,6343,6187,-259,-156,-415,-3.92,-2.46,-6.29,San Bernardino County
1400000US06071000118,"Census Tract 1.18, San Bernardino County, California",4841,4571,4475,-270,-96,-366,-5.58,-2.1,-7.56,San Bernardino County
1400000US06071000119,"Census Tract 1.19, San Bernardino County, California",3400,3766,3878,366,112,478,10.76,2.97,14.06,San Bernardino County
1400000US06071000120,"Census Tract 1.20, San Bernardino County, California",8254,7676,7841,-578,165,-413,-7,2.15,-5,San Bernardino County
1400000US06071000121,"Census Tract 1.21, San Bernardino County, California",9357,8710,8578,-647,-132,-779,-6.91,-1.52,-8.33,San Bernardino County
1400000US06071000122,"Census Tract 1.22, San Bernardino County, California",4464,4075,4148,-389,73,-316,-8.71,1.79,-7.08,San Bernardino County
1400000US06071000201,"Census Tract 2.01, San Bernardino County, California",4756,4708,5177,-48,469,421,-1.01,9.96,8.85,San Bernardino County
1400000US06071000203,"Census Tract 2.03, San Bernardino County, California",4630,4160,4167,-470,7,-463,-10.15,0.17,-10,San Bernardino County
1400000US06071000205,"Census Tract 2.05, San Bernardino County, California",5130,4994,4755,-136,-239,-375,-2.65,-4.79,-7.31,San Bernardino County
1400000US06071000207,"Census Tract 2.07, San Bernardino County, California",5494,5223,5135,-271,-88,-359,-4.93,-1.68,-6.53,San Bernardino County
1400000US06071000208,"Census Tract 2.08, San Bernardino County, California",4021,3736,3718,-285,-18,-303,-7.09,-0.48,-7.54,San Bernardino County
1400000US06071000304,"Census Tract 3.04, San Bernardino County, California",7433,6885,7342,-548,457,-91,-7.37,6.64,-1.22,San Bernardino County
1400000US06071000305,"Census Tract 3.05, San Bernardino County, California",5987,5677,5543,-310,-134,-444,-5.18,-2.36,-7.42,San Bernardino County
1400000US06071000306,"Census Tract 3.06, San Bernardino County, California",3322,3421,3051,99,-370,-271,2.98,-10.82,-8.16,San Bernardino County
1400000US06071000307,"Census Tract 3.07, San Bernardino County, California",2803,2766,2680,-37,-86,-123,-1.32,-3.11,-4.39,San Bernardino County
1400000US06071000308,"Census Tract 3.08, San Bernardino County, California",4244,4152,4009,-92,-143,-235,-2.17,-3.44,-5.54,San Bernardino County
1400000US06071000401,"Census Tract 4.01, San Bernardino County, California",6712,6527,6762,-185,235,50,-2.76,3.6,0.74,San Bernardino County
1400000US06071000403,"Census Tract 4.03, San Bernardino County, California",4042,4083,4407,41,324,365,1.01,7.94,9.03,San Bernardino County
1400000US06071000404,"Census Tract 4.04, San Bernardino County, California",4204,4622,5009,418,387,805,9.94,8.37,19.15,San Bernardino County
1400000US06071000501,"Census Tract 5.01, San Bernardino County, California",6192,6658,7080,466,422,888,7.53,6.34,14.34,San Bernardino County
1400000US06071000503,"Census Tract 5.03, San Bernardino County, California",4449,4450,4609,1,159,160,0.02,3.57,3.6,San Bernardino County
1400000US06071000504,"Census Tract 5.04, San Bernardino County, California",4812,4886,5134,74,248,322,1.54,5.08,6.69,San Bernardino County
1400000US06071000603,"Census Tract 6.03, San Bernardino County, California",4464,4764,5191,300,427,727,6.72,8.96,16.29,San Bernardino County
1400000US06071000604,"Census Tract 6.04, San Bernardino County, California",5861,6033,6042,172,9,181,2.93,0.15,3.09,San Bernardino County
1400000US06071000605,"Census Tract 6.05, San Bernardino County, California",5117,4899,5182,-218,283,65,-4.26,5.78,1.27,San Bernardino County
1400000US06071000606,"Census Tract 6.06, San Bernardino County, California",3736,3960,4026,224,66,290,6,1.67,7.76,San Bernardino County
1400000US06071000804,"Census Tract 8.04, San Bernardino County, California",3113,3111,3294,-2,183,181,-0.06,5.88,5.81,San Bernardino County
1400000US06071000808,"Census Tract 8.08, San Bernardino County, California",6046,5829,5874,-217,45,-172,-3.59,0.77,-2.84,San Bernardino County
1400000US06071000812,"Census Tract 8.12, San Bernardino County, California",3856,3739,3816,-117,77,-40,-3.03,2.06,-1.04,San Bernardino County
1400000US06071000813,"Census Tract 8.13, San Bernardino County, California",3076,2923,2966,-153,43,-110,-4.97,1.47,-3.58,San Bernardino County
1400000US06071000814,"Census Tract 8.14, San Bernardino County, California",3577,3649,3730,72,81,153,2.01,2.22,4.28,San Bernardino County
1400000US06071000815,"Census Tract 8.15, San Bernardino County, California",3420,3423,3323,3,-100,-97,0.09,-2.92,-2.84,San Bernardino County
1400000US06071000816,"Census Tract 8.16, San Bernardino County, California",4754,4949,4634,195,-315,-120,4.1,-6.36,-2.52,San Bernardino County
1400000US06071000817,"Census Tract 8.17, San Bernardino County, California",3922,3832,3862,-90,30,-60,-2.29,0.78,-1.53,San Bernardino County
1400000US06071000818,"Census Tract 8.18, San Bernardino County, California",5663,5873,5985,210,112,322,3.71,1.91,5.69,San Bernardino County
1400000US06071000819,"Census Tract 8.19, San Bernardino County, California",5545,5523,5654,-22,131,109,-0.4,2.37,1.97,San Bernardino County
1400000US06071000820,"Census Tract 8.20, San Bernardino County, California",3408,3584,3688,176,104,280,5.16,2.9,8.22,San Bernardino County
1400000US06071000821,"Census Tract 8.21, San Bernardino County, California",4264,4781,5023,517,242,759,12.12,5.06,17.8,San Bernardino County
1400000US06071000823,"Census Tract 8.23, San Bernardino County, California",6522,6775,6637,253,-138,115,3.88,-2.04,1.76,San Bernardino County
1400000US06071000824,"Census Tract 8.24, San Bernardino County, California",5460,5864,5774,404,-90,314,7.4,-1.53,5.75,San Bernardino County
1400000US06071000825,"Census Tract 8.25, San Bernardino County, California",3978,3970,3874,-8,-96,-104,-0.2,-2.42,-2.61,San Bernardino County
1400000US06071000826,"Census Tract 8.26, San Bernardino County, California",4215,4210,4347,-5,137,132,-0.12,3.25,3.13,San Bernardino County
1400000US06071000901,"Census Tract 9.01, San Bernardino County, California",5451,5515,5420,64,-95,-31,1.17,-1.72,-0.57,San Bernardino County
1400000US06071000903,"Census Tract 9.03, San Bernardino County, California",4062,4091,4135,29,44,73,0.71,1.08,1.8,San Bernardino County
1400000US06071000904,"Census Tract 9.04, San Bernardino County, California",3985,3833,3921,-152,88,-64,-3.81,2.3,-1.61,San Bernardino County
1400000US06071001001,"Census Tract 10.01, San Bernardino County, California",5618,5687,5583,69,-104,-35,1.23,-1.83,-0.62,San Bernardino County
1400000US06071001002,"Census Tract 10.02, San Bernardino County, California",5932,5713,5652,-219,-61,-280,-3.69,-1.07,-4.72,San Bernardino County
1400000US06071001101,"Census Tract 11.01, San Bernardino County, California",3899,3843,3699,-56,-144,-200,-1.44,-3.75,-5.13,San Bernardino County
1400000US06071001103,"Census Tract 11.03, San Bernardino County, California",4431,4126,3941,-305,-185,-490,-6.88,-4.48,-11.06,San Bernardino County
1400000US06071001104,"Census Tract 11.04, San Bernardino County, California",6101,5915,5901,-186,-14,-200,-3.05,-0.24,-3.28,San Bernardino County
1400000US06071001200,"Census Tract 12, San Bernardino County, California",4724,4713,4400,-11,-313,-324,-0.23,-6.64,-6.86,San Bernardino County
1400000US06071001305,"Census Tract 13.05, San Bernardino County, California",6188,6019,6024,-169,5,-164,-2.73,0.08,-2.65,San Bernardino County
1400000US06071001307,"Census Tract 13.07, San Bernardino County, California",3874,3757,3675,-117,-82,-199,-3.02,-2.18,-5.14,San Bernardino County
1400000US06071001308,"Census Tract 13.08, San Bernardino County, California",5021,4900,4630,-121,-270,-391,-2.41,-5.51,-7.79,San Bernardino County
1400000US06071001309,"Census Tract 13.09, San Bernardino County, California",5180,5237,5490,57,253,310,1.1,4.83,5.98,San Bernardino County
1400000US06071001310,"Census Tract 13.10, San Bernardino County, California",5413,5415,4718,2,-697,-695,0.04,-12.87,-12.84,San Bernardino County
1400000US06071001311,"Census Tract 13.11, San Bernardino County, California",3696,3763,3892,67,129,196,1.81,3.43,5.3,San Bernardino County
1400000US06071001312,"Census Tract 13.12, San Bernardino County, California",5384,5550,5788,166,238,404,3.08,4.29,7.5,San Bernardino County
1400000US06071001400,"Census Tract 14, San Bernardino County, California",3182,3162,3215,-20,53,33,-0.63,1.68,1.04,San Bernardino County
1400000US06071001501,"Census Tract 15.01, San Bernardino County, California",3861,3536,3643,-325,107,-218,-8.42,3.03,-5.65,San Bernardino County
1400000US06071001503,"Census Tract 15.03, San Bernardino County, California",4432,4432,4216,0,-216,-216,0,-4.87,-4.87,San Bernardino County
1400000US06071001504,"Census Tract 15.04, San Bernardino County, California",6256,6009,5569,-247,-440,-687,-3.95,-7.32,-10.98,San Bernardino County
1400000US06071001600,"Census Tract 16, San Bernardino County, California",5435,5648,5552,213,-96,117,3.92,-1.7,2.15,San Bernardino County
1400000US06071001702,"Census Tract 17.02, San Bernardino County, California",6018,5836,6295,-182,459,277,-3.02,7.86,4.6,San Bernardino County
1400000US06071001703,"Census Tract 17.03, San Bernardino County, California",4727,4885,5013,158,128,286,3.34,2.62,6.05,San Bernardino County
1400000US06071001704,"Census Tract 17.04, San Bernardino County, California",4870,4565,4515,-305,-50,-355,-6.26,-1.1,-7.29,San Bernardino County
1400000US06071001706,"Census Tract 17.06, San Bernardino County, California",6602,6301,6152,-301,-149,-450,-4.56,-2.36,-6.82,San Bernardino County
1400000US06071001707,"Census Tract 17.07, San Bernardino County, California",6282,5382,5300,-900,-82,-982,-14.33,-1.52,-15.63,San Bernardino County
1400000US06071001803,"Census Tract 18.03, San Bernardino County, California",3444,3490,3474,46,-16,30,1.34,-0.46,0.87,San Bernardino County
1400000US06071001804,"Census Tract 18.04, San Bernardino County, California",5873,5823,5916,-50,93,43,-0.85,1.6,0.73,San Bernardino County
1400000US06071001806,"Census Tract 18.06, San Bernardino County, California",4836,4715,4575,-121,-140,-261,-2.5,-2.97,-5.4,San Bernardino County
1400000US06071001808,"Census Tract 18.08, San Bernardino County, California",4363,4035,4593,-328,558,230,-7.52,13.83,5.27,San Bernardino County
1400000US06071001809,"Census Tract 18.09, San Bernardino County, California",4470,4286,4215,-184,-71,-255,-4.12,-1.66,-5.7,San Bernardino County
1400000US06071001810,"Census Tract 18.10, San Bernardino County, California",5390,5219,5010,-171,-209,-380,-3.17,-4,-7.05,San Bernardino County
1400000US06071001812,"Census Tract 18.12, San Bernardino County, California",3087,3107,3679,20,572,592,0.65,18.41,19.18,San Bernardino County
1400000US06071001813,"Census Tract 18.13, San Bernardino County, California",5435,5096,4953,-339,-143,-482,-6.24,-2.81,-8.87,San Bernardino County
1400000US06071001901,"Census Tract 19.01, San Bernardino County, California",4564,4888,5226,324,338,662,7.1,6.91,14.5,San Bernardino County
1400000US06071001906,"Census Tract 19.06, San Bernardino County, California",9872,10578,11311,706,733,1439,7.15,6.93,14.58,San Bernardino County
1400000US06071001907,"Census Tract 19.07, San Bernardino County, California",10423,11563,12884,1140,1321,2461,10.94,11.42,23.61,San Bernardino County
1400000US06071001908,"Census Tract 19.08, San Bernardino County, California",2558,2874,4005,316,1131,1447,12.35,39.35,56.57,San Bernardino County
1400000US06071001909,"Census Tract 19.09, San Bernardino County, California",2391,2440,2811,49,371,420,2.05,15.2,17.57,San Bernardino County
1400000US06071001910,"Census Tract 19.10, San Bernardino County, California",1867,1933,2020,66,87,153,3.54,4.5,8.19,San Bernardino County
1400000US06071001911,"Census Tract 19.11, San Bernardino County, California",5675,5709,5797,34,88,122,0.6,1.54,2.15,San Bernardino County
1400000US06071002011,"Census Tract 20.11, San Bernardino County, California",4662,4378,4527,-284,149,-135,-6.09,3.4,-2.9,San Bernardino County
1400000US06071002013,"Census Tract 20.13, San Bernardino County, California",4172,3878,3698,-294,-180,-474,-7.05,-4.64,-11.36,San Bernardino County
1400000US06071002014,"Census Tract 20.14, San Bernardino County, California",4379,4342,4486,-37,144,107,-0.84,3.32,2.44,San Bernardino County
1400000US06071002015,"Census Tract 20.15, San Bernardino County, California",4199,4259,4382,60,123,183,1.43,2.89,4.36,San Bernardino County
1400000US06071002016,"Census Tract 20.16, San Bernardino County, California",4018,3928,3985,-90,57,-33,-2.24,1.45,-0.82,San Bernardino County
1400000US06071002017,"Census Tract 20.17, San Bernardino County, California",5747,5737,5493,-10,-244,-254,-0.17,-4.25,-4.42,San Bernardino County
1400000US06071002018,"Census Tract 20.18, San Bernardino County, California",4453,4345,4625,-108,280,172,-2.43,6.44,3.86,San Bernardino County
1400000US06071002019,"Census Tract 20.19, San Bernardino County, California",5269,5146,4818,-123,-328,-451,-2.33,-6.37,-8.56,San Bernardino County
1400000US06071002021,"Census Tract 20.21, San Bernardino County, California",4943,4928,4815,-15,-113,-128,-0.3,-2.29,-2.59,San Bernardino County
1400000US06071002023,"Census Tract 20.23, San Bernardino County, California",5494,5315,5247,-179,-68,-247,-3.26,-1.28,-4.5,San Bernardino County
1400000US06071002025,"Census Tract 20.25, San Bernardino County, California",5444,5311,5362,-133,51,-82,-2.44,0.96,-1.51,San Bernardino County
1400000US06071002027,"Census Tract 20.27, San Bernardino County, California",5552,5354,5252,-198,-102,-300,-3.57,-1.91,-5.4,San Bernardino County
1400000US06071002028,"Census Tract 20.28, San Bernardino County, California",6355,6192,6177,-163,-15,-178,-2.56,-0.24,-2.8,San Bernardino County
1400000US06071002029,"Census Tract 20.29, San Bernardino County, California",5870,5867,5588,-3,-279,-282,-0.05,-4.76,-4.8,San Bernardino County
