id,geo_id,county,mk_pop,pval_mk,slp_pop,pval_ols,coef_pop,pval_poisson,WUICLASS10_tract,WUIFLAG10_tract,NAME,estimate_2020,estimate_2021,estimate_2022,chg_20_21,chg_21_22,chg_20_22,pct_chg_20_21,pct_chg_21_22,pct_chg_20_22,tract_cnt
06073020211,1400000US06073020211,San Diego County,-0.666666567325592,0.00319196563214063,-100.90559440559488,0.02219917794546613,-0.0146059590037046,1.0472551718614308e-47,High_Dens_Interface,2,"Census Tract 202.11, San Diego County, California",6069,5945,5778,-124,-167,-291,-2.04,-2.81,-4.79,737
06073008354,1400000US06073008354,San Diego County,0.9555555582046508,1.722574234008789e-4,491.83030303030296,1.225625077776755e-4,0.06695633070109616,0,High_Dens_Interface,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,737
06073008355,1400000US06073008355,San Diego County,-0.7575756907463074,7.792704273015261e-4,-87.42657342657353,9.103247358821952e-5,-0.02412384608620573,2.2610158026753607e-67,High_Dens_Interface,2,"Census Tract 83.55, San Diego County, California",3120,3065,3025,-55,-40,-95,-1.76,-1.31,-3.04,737
06073008356,1400000US06073008356,San Diego County,0.5757575035095215,0.01117479801177978,57.77272727272715,0.00471188355158026,0.0145040064761732,7.347077478087169e-28,High_Dens_Interface,2,"Census Tract 83.56, San Diego County, California",4295,3980,3970,-315,-10,-325,-7.33,-0.25,-7.57,737
06073008357,1400000US06073008357,San Diego County,0.1515151411294937,0.5371338129043579,12.3076923076922,0.6434405705823583,0.00249248219750911,0.03622153383612648,High_Dens_Interface,2,"Census Tract 83.57, San Diego County, California",4897,4458,4376,-439,-82,-521,-8.96,-1.84,-10.64,737
06059042326,1400000US06059042326,Orange County,0,1,1.2622377622376506,0.9288361072166148,2.6591625385018045e-4,0.8265844795202094,High_Dens_Interface,2,"Census Tract 423.26, Orange County, California",4564,4572,4412,8,-160,-152,0.18,-3.5,-3.33,614
06109003200,1400000US06109003200,Tuolumne County,-0.06060605496168136,0.837011456489563,-9.430069930070156,0.5613328773823645,-0.0016496098096806,0.13583928212999805,Med_Dens_Intermix,1,"Census Tract 32, Tuolumne County, California",5471,5770,5632,299,-138,161,5.47,-2.39,2.94,18
06109002200,1400000US06109002200,Tuolumne County,0.5555555820465088,0.03182315826416015,100.26060606060597,0.0052690239276807,0.01270801710749947,1.1865749578837208e-24,Med_Dens_Intermix,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
06109004100,1400000US06109004100,Tuolumne County,0.02222222276031971,1,-4.175757575757795,0.8126482982589053,-7.801808296065518e-4,0.6041568771464965,Med_Dens_Intermix,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
06109003100,1400000US06109003100,Tuolumne County,0.15555556118488312,0.5915050506591797,3.8303030303029777,0.9241944874530166,5.970485599801655e-4,0.6640280996087176,Med_Dens_Intermix,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
06011000100,1400000US06011000100,Colusa County,0.363636314868927,0.11475670337677002,22.32517482517468,0.0666414743202191,0.00417447108796901,2.617684585529906e-4,Low_Dens_Interface,2,"Census Tract 1, Colusa County, California",5537,5347,5350,-190,3,-187,-3.43,0.06,-3.38,6
06011000300,1400000US06011000300,Colusa County,0.2888889014720917,0.2831308841705322,3.860606060605938,0.7030030589930434,6.317371102052248e-4,0.653747544834675,Low_Dens_Interface,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
06011000400,1400000US06011000400,Colusa County,0.06060605496168136,0.837011456489563,0.6643356643356423,0.94630727592733,2.937805731901374e-4,0.8673225652189916,Low_Dens_Intermix,1,"Census Tract 4, Colusa County, California",2352,2112,2160,-240,48,-192,-10.2,2.27,-8.16,6
06011000200,1400000US06011000200,Colusa County,-0.45454540848731995,0.04674494639039039,-21.16083916083937,0.07997390888526468,-0.00413651360159705,4.034697632301074e-4,Med_Dens_Interface,2,"Census Tract 2, Colusa County, California",4914,5238,5206,324,-32,292,6.59,-0.61,5.94,6
06011000500,1400000US06011000500,Colusa County,0.6060605645179749,0.00748789310455322,22.192307692307622,0.01252408271617429,0.00866170118187142,1.5889593038840736e-7,Med_Dens_Interface,2,"Census Tract 5, Colusa County, California",2634,2698,2577,64,-121,-57,2.43,-4.48,-2.16,6
06039000506,1400000US06039000506,Madera County,0.5454545021057129,0.01639330387115478,87.2132867132865,4.212235044841517e-4,0.0134079580728138,3.225988024980675e-38,Med_Dens_Intermix,1,"Census Tract 5.06, Madera County, California",7097,7023,6906,-74,-117,-191,-1.04,-1.67,-2.69,34
06037137504,1400000US06037137504,Los Angeles County,0.42424237728118896,0.06410360336303711,17.951048951048882,0.02428399933020428,0.00915121387944074,1.2610971660483537e-6,Med_Dens_Interface,2,"Census Tract 1375.04, Los Angeles County, California",1928,2021,1983,93,-38,55,4.82,-1.88,2.85,2498
06037138000,1400000US06037138000,Los Angeles County,0.5151514410972595,0.02364218235015869,25.958041958041765,0.00401715926618698,0.00559764411290689,5.164452700937589e-6,High_Dens_Interface,2,"Census Tract 1380, Los Angeles County, California",4766,4839,4826,73,-13,60,1.53,-0.27,1.26,2498
06085504102,1400000US06085504102,Santa Clara County,-0.03030302748084068,0.9453298449516296,-1.1503496503498292,0.949412417427968,-1.9599047443219893e-4,0.8575009869269257,High_Dens_Interface,2,"Census Tract 5041.02, Santa Clara County, California",5751,5635,5730,-116,95,-21,-2.02,1.69,-0.37,408
06059032029,1400000US06059032029,Orange County,-0.1818181574344635,0.4506702423095703,-7.447552447552544,0.6291280077801208,-0.001701661362693,0.1782392235607981,High_Dens_Interface,2,"Census Tract 320.29, Orange County, California",4246,4069,4080,-177,11,-166,-4.17,0.27,-3.91,614
06059032030,1400000US06059032030,Orange County,0,1,-15.580419580419656,0.2501244476513031,-0.00411562157427479,0.00246168169773406,High_Dens_Interface,2,"Census Tract 320.30, Orange County, California",3472,3533,3445,61,-88,-27,1.76,-2.49,-0.78,614
06059052517,1400000US06059052517,Orange County,0.6888889074325562,0.00729036331176757,298.02424242424223,0.0042581918261887,0.02734647019767977,7.106962795271004e-148,High_Dens_Interface,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,614
06039000509,1400000US06039000509,Madera County,0.12121210992336272,0.6312217712402344,11.496503496503337,0.7687435435061414,0.00197564576134262,0.0715144496756582,Med_Dens_Intermix,1,"Census Tract 5.09, Madera County, California",5551,5158,5452,-393,294,-99,-7.08,5.7,-1.78,34
06039000503,1400000US06039000503,Madera County,-0.4045199155807495,0.12684929370880127,-48.254545454545394,0.1940837317045996,-0.00519001219641575,5.48623619697545e-6,Low_Dens_Interface,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34
06039000507,1400000US06039000507,Madera County,0.6000000238418579,0.02004468441009521,186.79999999999984,0.02694938465221629,0.01751804113789962,1.3243457844820163e-60,Med_Dens_Intermix,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34
06039000700,1400000US06039000700,Madera County,0.5555555820465088,0.03182315826416015,184.1151515151517,0.00420760848126123,0.01603772306140703,7.155297799491058e-55,Med_Dens_Intermix,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34
06037920026,1400000US06037920026,Los Angeles County,0.06666667014360428,0.8580276966094971,-49.12727272727274,0.20312441623721875,-0.10697915321359686,8.756452359705596e-93,Med_Dens_Interface,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2498
06037910809,1400000US06037910809,Los Angeles County,0,1,0.16433566433564267,0.9821136268843637,7.501342762466998e-5,0.9665099378222948,Med_Dens_Interface,2,"Census Tract 9108.09, Los Angeles County, California",2142,2275,2219,133,-56,77,6.21,-2.46,3.59,2498
06085512026,1400000US06085512026,Santa Clara County,-0.12121210992336272,0.6312218308448792,-8.916083916084098,0.45944670007707333,-0.00225564621488013,0.0899158899939927,Med_Dens_Interface,2,"Census Tract 5120.26, Santa Clara County, California",3865,3734,3680,-131,-54,-185,-3.39,-1.45,-4.79,408
06085504323,1400000US06085504323,Santa Clara County,-0.12121210992336272,0.6312218308448792,-3.8076923076925207,0.7038506672645617,-6.17873319471007e-4,0.5618963604704886,Med_Dens_Interface,2,"Census Tract 5043.23, Santa Clara County, California",6191,6081,5733,-110,-348,-458,-1.78,-5.72,-7.4,408
06059052518,1400000US06059052518,Orange County,0.90909081697464,5.2094459533691406e-5,565.9825174825173,8.42004804249177e-8,0.12011154599288344,0,High_Dens_Interface,2,"Census Tract 525.18, Orange County, California",6643,7453,7784,810,331,1141,12.19,4.44,17.18,614
06037403500,1400000US06037403500,Los Angeles County,0.06060605496168136,0.837011456489563,0.2937062937062295,0.9808916989591334,1.6985426186855325e-4,0.9326886975842622,Med_Dens_Intermix,1,"Census Tract 4035, Los Angeles County, California",1550,1518,1497,-32,-21,-53,-2.06,-1.38,-3.42,2498
06037901205,1400000US06037901205,Los Angeles County,0.7333333492279053,0.00420749187469482,243.86060606060633,0.00397674270709448,0.02268599320904196,4.3181473315837613e-101,High_Dens_Interface,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2498
06037910709,1400000US06037910709,Los Angeles County,0.5343667268753052,0.0194408893585205,23.311188811188757,0.04231811103287981,0.01307403872855236,4.1401673359310543e-11,Med_Dens_Intermix,1,"Census Tract 9107.09, Los Angeles County, California",1758,1734,1660,-24,-74,-98,-1.37,-4.27,-5.57,2498
06037910810,1400000US06037910810,Los Angeles County,-0.09090907871723176,0.7317017316818237,-2.2097902097902526,0.8331484367127295,-8.135707472066812e-4,0.6121280930986681,Med_Dens_Interface,2,"Census Tract 9108.10, Los Angeles County, California",2573,2703,2927,130,224,354,5.05,8.29,13.76,2498
06037920032,1400000US06037920032,Los Angeles County,0.9111111164093018,3.466606140136719e-4,81.86666666666663,1.9803239222545205e-5,0.02510213926949741,1.1170446116196747e-38,High_Dens_Interface,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2498
06037920043,1400000US06037920043,Los Angeles County,0.969696879386902,1.5616416931152344e-5,273.6328671328668,3.319103182931033e-7,0.0430522383925435,0,Med_Dens_Interface,2,"Census Tract 9200.43, Los Angeles County, California",7533,8468,8748,935,280,1215,12.41,3.31,16.13,2498
06037920104,1400000US06037920104,Los Angeles County,0.1818181574344635,0.4506702423095703,8.251748251748243,0.18032133083338753,0.00281187162272863,0.06853007140889067,Med_Dens_Interface,2,"Census Tract 9201.04, Los Angeles County, California",2939,2886,2959,-53,73,20,-1.8,2.53,0.68,2498
06037920303,1400000US06037920303,Los Angeles County,0.5151514410972595,0.02364218235015869,36.6293706293706,0.00582638717961287,0.02513549973814449,2.1726378439472287e-30,High_Dens_Interface,2,"Census Tract 9203.03, Los Angeles County, California",1573,1516,1507,-57,-9,-66,-3.62,-0.59,-4.2,2498
06037910606,1400000US06037910606,Los Angeles County,0.393939346075058,0.08647119998931885,44.59090909090898,0.0408476254099341,0.01403669848481162,3.1927963715952123e-21,High_Dens_Interface,2,"Census Tract 9106.06, Los Angeles County, California",3154,3281,3209,127,-72,55,4.03,-2.19,1.74,2498
06037910711,1400000US06037910711,Los Angeles County,0.24444444477558136,0.37109339237213135,43.89090909090894,0.4897972505613917,0.00551144567032788,7.92888542739249e-6,High_Dens_Interface,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2498
06037101110,1400000US06037101110,Los Angeles County,-0.9618600606918336,2.030330324487295e-5,-112.0909090909091,1.915001947744126e-6,-0.02431164620166882,1.6857026297247945e-86,High_Dens_Interface,2,"Census Tract 1011.10, Los Angeles County, California",3923,3879,4014,-44,135,91,-1.12,3.48,2.32,2498
06037101210,1400000US06037101210,Los Angeles County,-0.46666666865348816,0.07363827526569366,-75.54545454545459,0.02832416331269663,-0.01203955926811936,4.707200679826988e-18,High_Dens_Interface,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2498
06037101220,1400000US06037101220,Los Angeles County,0.6363635659217834,0.00493144989013671,76.39510489510485,0.00145242141524178,0.02359891957215346,7.302143685891974e-58,High_Dens_Interface,2,"Census Tract 1012.20, Los Angeles County, California",3775,3583,3481,-192,-102,-294,-5.09,-2.85,-7.79,2498
06037106020,1400000US06037106020,Los Angeles County,-0.09090907871723176,0.7317017316818237,-21.968531468531467,0.6542254182901901,-0.0038859130322051,4.761529447558323e-4,High_Dens_Interface,2,"Census Tract 1060.20, Los Angeles County, California",5154,4790,4576,-364,-214,-578,-7.06,-4.47,-11.21,2498
06037106111,1400000US06037106111,Los Angeles County,-0.21212118864059448,0.37269145250320435,-11.25874125874124,0.5441550525697614,-0.00246347597820309,0.04642568492422714,High_Dens_Interface,2,"Census Tract 1061.11, Los Angeles County, California",4428,4694,4859,266,165,431,6.01,3.52,9.73,2498
06085511915,1400000US06085511915,Santa Clara County,0.5151514410972595,0.02364218235015869,40.97202797202779,0.0023415818059407,0.01104147040382093,8.928019652170692e-16,High_Dens_Interface,2,"Census Tract 5119.15, Santa Clara County, California",4066,4049,4055,-17,6,-11,-0.42,0.15,-0.27,408
06085512038,1400000US06085512038,Santa Clara County,0.6969696283340454,0.00203025341033935,47.34265734265731,3.9402788888854055e-4,0.01551255841406216,1.2858613446544474e-24,High_Dens_Interface,2,"Census Tract 5120.38, Santa Clara County, California",3308,3199,3142,-109,-57,-166,-3.3,-1.78,-5.02,408
06059021922,1400000US06059021922,Orange County,-0.09090907871723176,0.7317017316818237,-6.674825174825319,0.659718004042439,-0.00135307965758038,0.25577109877813453,High_Dens_Interface,2,"Census Tract 219.22, Orange County, California",5171,5022,5030,-149,8,-141,-2.88,0.16,-2.73,614
06059032023,1400000US06059032023,Orange County,0.9555555582046508,1.722574234008789e-4,398.8848484848483,1.5251231100716855e-7,0.02952737214217794,1.0640139709421312e-212,High_Dens_Interface,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,614
06059062628,1400000US06059062628,Orange County,0.6363635659217834,0.00493144989013671,20.486013986013884,0.00200055948315208,0.00557244305501385,5.343929130588875e-5,Med_Dens_Interface,2,"Census Tract 626.28, Orange County, California",3672,3778,3516,106,-262,-156,2.89,-6.93,-4.25,614
06073017054,1400000US06073017054,San Diego County,-0.3030302822589874,0.1926162838935852,-12.325174825174978,0.22188527564527472,-0.00208036633835782,0.05551435067259037,Med_Dens_Interface,2,"Census Tract 170.54, San Diego County, California",6008,5941,5873,-67,-68,-135,-1.12,-1.14,-2.25,737
06073017053,1400000US06073017053,San Diego County,0.45454540848731995,0.0467449426651001,23.59090909090887,0.00863491313486961,0.00719270129308594,8.42339645663218e-7,Med_Dens_Interface,2,"Census Tract 170.53, San Diego County, California",3443,3506,3558,63,52,115,1.83,1.48,3.34,737
06073013414,1400000US06073013414,San Diego County,0.484848439693451,0.03352415561676025,105.43006993006954,0.01145852411620953,0.01404828052467372,6.157287251521814e-48,High_Dens_Interface,2,"Census Tract 134.14, San Diego County, California",8062,7898,7256,-164,-642,-806,-2.03,-8.13,-10,737
06073013415,1400000US06073013415,San Diego County,-0.6363635659217834,0.00493150250986218,-34.769230769230845,0.00132986181913404,-0.02340782953967657,4.573240733360461e-27,High_Dens_Interface,2,"Census Tract 134.15, San Diego County, California",1244,1249,1406,5,157,162,0.4,12.57,13.02,737
06073013416,1400000US06073013416,San Diego County,0.333333283662796,0.14986073970794678,25.793706293706112,0.10136346394081916,0.00650013815288866,9.780425330168954e-7,High_Dens_Interface,2,"Census Tract 134.16, San Diego County, California",4033,4310,4182,277,-128,149,6.87,-2.97,3.69,737
06073016804,1400000US06073016804,San Diego County,0.5454545021057129,0.01639330387115478,73.31468531468472,0.00678145107987284,0.00963383254732461,9.405792663921535e-24,High_Dens_Interface,2,"Census Tract 168.04, San Diego County, California",8272,8345,8790,73,445,518,0.88,5.33,6.26,737
06073016810,1400000US06073016810,San Diego County,0.2290143072605133,0.3359086513519287,3.541958041957922,0.5452729998004336,0.00118794939656417,0.4379330704420624,Med_Dens_Interface,2,"Census Tract 168.10, San Diego County, California",2894,2968,3021,74,53,127,2.56,1.79,4.39,737
06073017006,1400000US06073017006,San Diego County,0.5151514410972595,0.02364218235015869,45.150349650349526,0.00587475136228034,0.01549130848974198,1.5998144365494266e-23,Med_Dens_Interface,2,"Census Tract 170.06, San Diego County, California",3351,3306,3184,-45,-122,-167,-1.34,-3.69,-4.98,737
06073008358,1400000US06073008358,San Diego County,-0.09090907871723176,0.7317017316818237,27.56993006992988,0.317312414402454,0.00375364956070872,1.1967741015915534e-4,High_Dens_Interface,2,"Census Tract 83.58, San Diego County, California",7246,7334,7206,88,-128,-40,1.21,-1.75,-0.55,737
06073008359,1400000US06073008359,San Diego County,0.5757575035095215,0.01117479801177978,119.39160839160829,6.099618805690344e-4,0.02831979753625958,9.407072927151852e-107,High_Dens_Interface,2,"Census Tract 83.59, San Diego County, California",4472,4596,4464,124,-132,-8,2.77,-2.87,-0.18,737
06073016401,1400000US06073016401,San Diego County,0.45454540848731995,0.0467449426651001,31.353146853146647,0.04314037630289468,0.00590643561559623,2.666887235227108e-7,High_Dens_Interface,2,"Census Tract 164.01, San Diego County, California",5472,5500,5439,28,-61,-33,0.51,-1.11,-0.6,737
06073016100,1400000US06073016100,San Diego County,0.7575756907463074,7.79271125793457e-4,42.78321678321661,2.6512605495041165e-4,0.00682497330155387,1.0394593182146916e-10,High_Dens_Interface,2,"Census Tract 161, San Diego County, California",6440,6500,6518,60,18,78,0.93,0.28,1.21,737
06073016202,1400000US06073016202,San Diego County,0.90909081697464,5.2094459533691406e-5,131.18881118881112,4.019133921748487e-7,0.0386596654566382,1.304909306380627e-158,Med_Dens_Intermix,1,"Census Tract 162.02, San Diego County, California",4015,4342,4266,327,-76,251,8.14,-1.75,6.25,737
06055201700,1400000US06055201700,Napa County,-0.393939346075058,0.08647114783525467,-56.95454545454559,0.09836099979971834,-0.01029826453273247,5.388131468280591e-20,Med_Dens_Intermix,1,"Census Tract 2017, Napa County, California",5194,4561,4494,-633,-67,-700,-12.19,-1.47,-13.48,40
06055201800,1400000US06055201800,Napa County,0.1818181574344635,0.4506702423095703,3.611888111888022,0.5762366008949256,0.00210148460209825,0.2974940153522571,Low_Dens_Intermix,1,"Census Tract 2018, Napa County, California",1833,1632,1480,-201,-152,-353,-10.97,-9.31,-19.26,40
06055201900,1400000US06055201900,Napa County,0.666666567325592,0.00319194793701171,46.874125874125816,4.3139576107250526e-4,0.03628322255873806,1.7022665389633028e-54,Low_Dens_Interface,2,"Census Tract 2019, Napa County, California",1619,1581,1510,-38,-71,-109,-2.35,-4.49,-6.73,40
06055202000,1400000US06055202000,Napa County,0.7077760696411133,0.00193274021148681,15.167832167832128,1.6444688362292025e-4,0.00289339461487766,0.0122417261922526,High_Dens_Interface,2,"Census Tract 2020, Napa County, California",5346,5267,5191,-79,-76,-155,-1.48,-1.44,-2.9,40
06055200400,1400000US06055200400,Napa County,0.363636314868927,0.11475670337677002,57.24825174825157,0.03527558801615153,0.01547343541929646,2.3574479694756657e-29,Med_Dens_Interface,1,"Census Tract 2004, Napa County, California",3688,3661,3440,-27,-221,-248,-0.73,-6.04,-6.72,40
06055200503,1400000US06055200503,Napa County,0.1515151411294937,0.5371338129043579,2.2797202797202205,0.7339711641456472,0.00134246552676904,0.5082636695965669,High_Dens_Interface,2,"Census Tract 2005.03, Napa County, California",1798,1755,1785,-43,30,-13,-2.39,1.71,-0.72,40
06055200900,1400000US06055200900,Napa County,-0.8484847545623779,1.6227562446147203e-4,-72.72027972027972,0.0011378308539058,-0.07898315219037595,2.1380607523784647e-175,Low_Dens_Intermix,1,"Census Tract 2009, Napa County, California",741,659,438,-82,-221,-303,-11.07,-33.54,-40.89,40
06055200703,1400000US06055200703,Napa County,-0.03030302748084068,0.9453298449516296,0.09440559440548615,0.9905954496088042,3.293888686338592e-5,0.9831760007388972,Med_Dens_Interface,2,"Census Tract 2007.03, Napa County, California",2957,2993,3036,36,43,79,1.22,1.44,2.67,40
06055201200,1400000US06055201200,Napa County,0.5151514410972595,0.02364218235015869,40.32867132867111,0.01367536491868206,0.00846113655226143,2.8656369877764837e-12,High_Dens_Interface,2,"Census Tract 2012, Napa County, California",4807,4857,4587,50,-270,-220,1.04,-5.56,-4.58,40
06055200203,1400000US06055200203,Napa County,-0.484848439693451,0.03352417424321174,-36.45804195804207,0.00295198637279194,-0.01572575721628564,1.4399316070072497e-19,High_Dens_Interface,2,"Census Tract 2002.03, Napa County, California",2091,2080,2062,-11,-18,-29,-0.53,-0.87,-1.39,40
06085510200,1400000US06085510200,Santa Clara County,0.8787877559661865,9.28640365600586e-5,53.3706293706292,4.4745831415293186e-6,0.01200477014122403,1.0844397910835067e-21,Med_Dens_Interface,2,"Census Tract 5102, Santa Clara County, California",4699,4721,4717,22,-4,18,0.47,-0.08,0.38,408
06085512309,1400000US06085512309,Santa Clara County,0.333333283662796,0.14986073970794678,49.54195804195789,0.01772826128005073,0.00986124931895823,6.46676259890594e-17,High_Dens_Interface,2,"Census Tract 5123.09, Santa Clara County, California",5102,5164,5295,62,131,193,1.22,2.54,3.78,408
06085512503,1400000US06085512503,Santa Clara County,0.6000000238418579,0.02004468441009521,203.09696969696975,0.0025923250499195,0.02455677064984332,2.676429203191282e-91,High_Dens_Interface,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,408
06085511909,1400000US06085511909,Santa Clara County,-0.7777777910232544,0.00235752621665596,-122.90303030302996,5.5885891054416515e-5,-0.01482253462050406,1.5819020620875558e-34,High_Dens_Interface,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,408
06085510001,1400000US06085510001,Santa Clara County,0.45454540848731995,0.0467449426651001,33.10839160839132,0.04214534128789918,0.00526254339828894,6.000217541953098e-7,Med_Dens_Interface,2,"Census Tract 5100.01, Santa Clara County, California",6264,6263,5969,-1,-294,-295,-0.02,-4.69,-4.71,408
06085512100,1400000US06085512100,Santa Clara County,-0.5151514410972595,0.02364221401512623,-24.608391608391653,0.01335287176191903,-0.01517852026449259,2.7856355417117613e-13,Low_Dens_Interface,2,"Census Tract 5121, Santa Clara County, California",1468,1660,1640,192,-20,172,13.08,-1.2,11.72,408
06039001000,1400000US06039001000,Madera County,-0.6000000238418579,0.02004466950893402,-140.6606060606062,9.726492263848712e-4,-0.02551313755867091,3.278437334844882e-66,Med_Dens_Intermix,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34
06039000508,1400000US06039000508,Madera County,0.46666666865348816,0.07363831996917725,54.24242424242419,0.05164437356601035,0.0074019521231328,8.67485865056964e-9,Med_Dens_Intermix,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34
06039000400,1400000US06039000400,Madera County,0.5111111402511597,0.04909801483154297,49.478787878787834,0.01100969804106907,0.03977103118174378,5.36040505082712e-37,Low_Dens_Interface,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34
06039000102,1400000US06039000102,Madera County,-0.333333283662796,0.14986075460910797,-28.80069930069928,0.05703309040164367,-0.00696016695138857,8.632336832923482e-8,Med_Dens_Intermix,1,"Census Tract 1.02, Madera County, California",4229,4007,4441,-222,434,212,-5.25,10.83,5.01,34
06039000103,1400000US06039000103,Madera County,-0.09090907871723176,0.7317017316818237,-56.2762237762239,0.09969530447785728,-0.01135851921418898,1.2033654029431686e-21,Med_Dens_Intermix,1,"Census Tract 1.03, Madera County, California",4272,4043,3613,-229,-430,-659,-5.36,-10.64,-15.43,34
06039000104,1400000US06039000104,Madera County,-0.09090907871723176,0.7317017316818237,-23.51398601398596,0.30313341153859574,-0.0055467088161942,1.5720718539063754e-5,Med_Dens_Intermix,1,"Census Tract 1.04, Madera County, California",4179,3994,3889,-185,-105,-290,-4.43,-2.63,-6.94,34
06039000109,1400000US06039000109,Madera County,0.5454545021057129,0.01639330387115478,30.034965034964973,0.00435207637099106,0.01486078854410135,1.4060464562424477e-15,Low_Dens_Intermix,1,"Census Tract 1.09, Madera County, California",2210,2141,2323,-69,182,113,-3.12,8.5,5.11,34
06085503313,1400000US06085503313,Santa Clara County,0.42424237728118896,0.06410360336303711,25.891608391608223,0.03311325680013803,0.00580956608469494,3.526476877484836e-6,High_Dens_Interface,2,"Census Tract 5033.13, Santa Clara County, California",4421,4500,4729,79,229,308,1.79,5.09,6.97,408
06085503315,1400000US06085503315,Santa Clara County,0.666666567325592,0.00319194793701171,109.29020979020952,1.3426060943912753e-4,0.0129811370667417,5.3498098694237975e-46,Med_Dens_Interface,2,"Census Tract 5033.15, Santa Clara County, California",9243,8857,8473,-386,-384,-770,-4.18,-4.34,-8.33,408
06085503323,1400000US06085503323,Santa Clara County,-0.5454545021057129,0.01639331504702568,-82.30769230769253,0.0051077040371422,-0.01748986499666953,1.2832002294822415e-46,High_Dens_Interface,2,"Census Tract 5033.23, Santa Clara County, California",4051,3855,3750,-196,-105,-301,-4.84,-2.72,-7.43,408
06085503321,1400000US06085503321,Santa Clara County,0.24242421984672544,0.30367326736450195,11.342657342657228,0.522573175260646,0.00240602758094646,0.0482151980928857,High_Dens_Interface,2,"Census Tract 5033.21, Santa Clara County, California",4732,4387,4301,-345,-86,-431,-7.29,-1.96,-9.11,408
06059001504,1400000US06059001504,Orange County,0.03030302748084068,0.9453299045562744,0.9755244755242976,0.9394819083716448,2.0814521313762863e-4,0.8646953548152094,High_Dens_Interface,2,"Census Tract 15.04, Orange County, California",4474,4841,4769,367,-72,295,8.2,-1.49,6.59,614
06039000202,1400000US06039000202,Madera County,-0.20000000298023224,0.47427433729171753,-4.5454545454546365,0.8866528222242434,-7.628657021244007e-4,0.592747268586425,Low_Dens_Intermix,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34
06039000106,1400000US06039000106,Madera County,0.6363635659217834,0.00493144989013671,106.44405594405572,2.229105506936345e-4,0.0208725439908558,6.380151727934769e-71,Med_Dens_Intermix,1,"Census Tract 1.06, Madera County, California",5396,5511,5349,115,-162,-47,2.13,-2.94,-0.87,34
06039000201,1400000US06039000201,Madera County,-0.333333283662796,0.14986075460910797,-65.98601398601431,0.02459988419082897,-0.00752752307634066,3.553706414534616e-17,Low_Dens_Intermix,1,"Census Tract 2.01, Madera County, California",8489,8572,7043,83,-1529,-1446,0.98,-17.84,-17.03,34
06039000604,1400000US06039000604,Madera County,-0.1515151411294937,0.5371338129043579,-11.202797202797417,0.682279842740824,-0.00198874007173895,0.07427591916109777,Med_Dens_Intermix,1,"Census Tract 6.04, Madera County, California",5130,5497,5735,367,238,605,7.15,4.33,11.79,34
06037139502,1400000US06037139502,Los Angeles County,0.24242421984672544,0.30367326736450195,14.709790209790093,0.15126422501673245,0.00504554097208648,0.00112356568399109,High_Dens_Interface,2,"Census Tract 1395.02, Los Angeles County, California",3004,2874,3113,-130,239,109,-4.33,8.32,3.63,2498
06037139600,1400000US06037139600,Los Angeles County,-0.21212118864059448,0.37269145250320435,-16.807692307692317,0.34919568048975624,-0.00333224933373103,0.00465548577478317,Med_Dens_Interface,2,"Census Tract 1396, Los Angeles County, California",5241,5075,5134,-166,59,-107,-3.17,1.16,-2.04,2498
06037480302,1400000US06037480302,Los Angeles County,0.1818181574344635,0.4506702423095703,11.090909090908902,0.5439989029353897,0.00251279953067057,0.04590218836524384,Med_Dens_Intermix,1,"Census Tract 4803.02, Los Angeles County, California",4217,4262,4384,45,122,167,1.07,2.86,3.96,2498
06085512027,1400000US06085512027,Santa Clara County,0.5454545021057129,0.01639330387115478,48.80769230769224,0.0265985890234032,0.01083939739084377,3.4548516886304716e-18,High_Dens_Interface,2,"Census Tract 5120.27, Santa Clara County, California",4552,4354,4237,-198,-117,-315,-4.35,-2.69,-6.92,408
